"2022-03-30 at 14:38"
Time(H:M:S) CO2(ppm) CellTemp(c) CellPres(kPa)
14:49:57 132.26 51.73 101.49
14:49:58 116.03 51.73 101.49
14:49:59 101.08 51.73 101.49
14:50:00 87.50 51.73 101.49
14:50:01 75.46 51.73 101.49
14:50:02 65.76 51.73 101.49
14:50:03 57.71 51.73 101.49
14:50:04 49.31 51.73 101.49
14:50:05 43.01 51.73 101.49
14:50:06 37.53 51.73 101.49
14:50:07 32.49 51.73 101.49
14:50:08 28.21 51.73 101.49
14:50:09 24.62 51.73 101.49
14:50:10 21.53 51.73 101.49
14:50:11 18.75 51.73 101.49
14:50:12 16.59 51.76 101.49
14:50:13 13.93 51.73 101.49
14:50:14 12.31 51.73 101.49
14:50:15 11.09 51.76 101.49
14:50:16 9.93 51.73 101.49
14:50:17 8.22 51.73 101.49
14:50:18 7.50 51.73 101.49
14:50:19 6.36 51.73 101.49
14:50:20 5.89 51.73 101.49
14:50:22 4.84 51.73 101.49
14:50:23 4.66 51.73 101.49
14:50:24 3.96 51.73 101.49
14:50:25 3.87 51.73 101.49
14:50:26 3.52 51.73 101.49
14:50:27 3.11 51.73 101.49
14:50:28 2.97 51.73 101.49
14:50:29 2.62 51.73 101.49
14:50:30 2.05 51.73 101.49
14:50:31 2.28 51.73 101.49
14:50:32 1.64 51.73 101.49
14:50:33 1.76 51.73 101.49
14:50:34 1.43 51.73 101.49
14:50:35 1.77 51.73 101.49
14:50:36 1.65 51.76 101.49
14:50:37 1.43 51.76 101.49
14:50:38 1.45 51.76 101.49
14:50:39 1.24 51.76 101.49
14:50:40 1.14 51.76 101.49
14:50:41 1.03 51.73 101.49
14:50:42 0.87 51.73 101.51
14:50:43 1.06 51.73 101.52
14:50:44 0.76 51.73 101.51
14:50:45 1.27 51.76 101.49
14:50:46 1.22 51.73 101.49
14:50:47 0.55 51.73 101.49
14:50:48 1.40 51.73 101.49
14:50:49 0.87 51.73 101.49
14:50:50 1.22 51.73 101.49
14:50:51 0.56 51.73 101.49
14:50:52 1.44 51.73 101.49
14:50:53 0.53 51.73 101.49
14:50:54 0.73 51.76 101.49
14:50:55 1.46 51.73 101.49
14:50:56 8.02 51.73 101.49
14:50:57 27.47 51.76 101.49
14:50:58 64.29 51.73 101.49
14:50:59 110.72 51.73 101.49
14:51:00 158.21 51.73 101.49
14:51:01 200.48 51.73 101.49
14:51:02 237.00 51.73 101.49
14:51:03 268.46 51.73 101.49
14:51:04 294.68 51.73 101.49
14:51:05 312.76 51.73 101.49
14:51:06 322.90 51.73 101.49
14:51:07 321.17 51.73 101.49
14:51:08 308.70 51.73 101.49
14:51:09 285.88 51.73 101.49
14:51:10 258.43 51.73 101.49
14:51:11 229.31 51.73 101.49
14:51:12 199.78 51.73 101.49
14:51:13 173.31 51.73 101.49
14:51:14 150.89 51.73 101.49
14:51:15 130.42 51.73 101.49
14:51:16 112.94 51.73 101.49
14:51:17 97.76 51.73 101.49
14:51:18 84.66 51.73 101.49
14:51:19 73.44 51.73 101.49
14:51:20 68.65 51.76 101.49
14:51:21 59.42 51.73 101.49
14:51:22 52.04 51.73 101.49
14:51:23 44.76 51.73 101.49
14:51:24 39.33 51.73 101.49
14:51:25 34.15 51.73 101.49
14:51:26 29.98 51.73 101.49
14:51:27 26.05 51.73 101.49
14:51:28 22.45 51.73 101.49
